,age,reputation,stat_overall,stat_potential,stat_skill_moves,continent_africa,continent_asia,continent_europe,continent_oceania,continent_south america,contract_until_2018,contract_until_2019,contract_until_2020,contract_until_2021,contract_until_2022,contract_until_2023,contract_until_2024,contract_until_2025,contract_until_2026,position_DF,position_GK,position_MF,position_ST,prefer_foot_left,prefer_foot_right,value
5225,29,1.0,66,66,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13.122365377402328
5226,24,1.0,66,71,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13.493928313146206
5227,24,1.0,66,71,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13.652992804936396
5228,30,1.0,66,66,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.345508528717259
5229,27,1.0,66,66,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13.42246945133505
5230,28,1.0,66,66,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.122365377402328
5231,32,1.0,66,66,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12.834683971615659
5232,23,1.0,66,74,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13.45883704259595
5233,19,1.0,66,76,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.815511557963774
5234,30,1.0,66,66,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,13.304686600863562
5235,25,1.0,66,70,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.45883704259595
5236,23,1.0,66,75,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13.652992804936396
5237,27,1.0,66,69,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13.384729180332174
5238,21,1.0,66,76,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,13.815511557963774
5239,25,1.0,66,68,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13.560619598657233
5240,24,1.0,66,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.560619598657233
5241,25,1.0,66,67,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.560619598657233
5242,21,1.0,66,73,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,13.560619598657233
5243,22,1.0,66,74,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,13.73755009757506
5244,28,1.0,66,66,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.384729180332174
5245,22,1.0,66,73,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,13.527829818844937
5246,20,1.0,66,80,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,14.151983508870947
5247,22,1.0,66,75,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13.815511557963774
5248,33,1.0,66,66,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,12.468440756144114
5249,22,1.0,66,75,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.652992804936396
5250,21,1.0,66,76,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.815511557963774
5251,21,1.0,66,75,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.815511557963774
5252,27,1.0,66,66,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13.42246945133505
5253,25,1.0,66,69,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13.42246945133505
5254,19,1.0,66,81,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14.151983508870947
5255,24,1.0,66,71,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,13.493928313146206
5256,27,1.0,66,67,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13.304686600863562
5257,22,1.0,66,74,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.76421831620775
5258,30,1.0,66,66,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13.345508528717259
5259,19,1.0,66,75,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.790193775620484
5260,27,1.0,66,66,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13.42246945133505
5261,29,1.0,66,66,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.345508528717259
5262,32,1.0,66,66,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.122365377402328
5263,32,1.0,66,66,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.171155446333852
5264,29,1.0,66,66,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13.122365377402328
5265,23,1.0,66,75,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.815511557963774
5266,30,1.0,66,66,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.07107218827772
5267,18,1.0,66,78,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.910821646859095
5268,28,1.0,66,66,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,13.384729180332174
5269,29,1.0,66,66,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13.07107218827772
5270,26,1.0,66,69,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.560619598657233
5271,21,1.0,66,76,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.710151153416941
5272,27,1.0,66,66,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,13.42246945133505
5273,35,1.0,66,66,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.54254845357358
5274,29,1.0,66,66,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13.122365377402328
5275,27,1.0,66,66,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13.384729180332174
5276,24,1.0,66,70,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13.45883704259595
5277,29,1.0,66,66,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.122365377402328
5278,29,1.0,66,66,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.122365377402328
5279,22,1.0,66,72,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.710151153416941
5280,30,1.0,66,66,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13.07107218827772
5281,23,1.0,66,70,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13.45883704259595
5282,32,1.0,66,66,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,13.171155446333852
5283,35,1.0,66,66,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.918397239722838
5284,25,1.0,66,69,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,13.42246945133505
5285,22,1.0,66,74,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.76421831620775
5286,25,1.0,66,69,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.592368256649284
5287,18,1.0,66,80,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,13.997832948091215
5288,31,1.0,66,66,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12.899222326086994
5289,25,1.0,66,71,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13.345508528717259
5290,18,1.0,66,81,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,14.077875591662238
5291,27,1.0,66,67,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13.304686600863562
5292,22,1.0,66,77,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.910821646859095
5293,29,1.0,66,66,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.384729180332174
5294,24,1.0,66,72,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,13.710151153416941
5295,19,1.0,66,78,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13.681980308196241
5296,26,1.0,66,67,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,13.527829818844937
5297,24,1.0,66,71,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,13.652992804936396
5298,23,1.0,66,73,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,13.73755009757506
5299,29,1.0,66,66,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.07107218827772
5300,22,1.0,66,71,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13.345508528717259
5301,23,1.0,66,74,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.76421831620775
5302,28,1.0,66,66,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.384729180332174
5303,20,1.0,66,77,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.910821646859095
5304,21,1.0,66,76,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,13.910821646859095
5305,30,1.0,66,66,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.345508528717259
5306,28,1.0,66,66,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13.122365377402328
5307,24,1.0,66,70,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.623139877437296
5308,30,1.0,66,66,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12.959846800844963
5309,30,1.0,66,66,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12.959846800844963
5310,24,1.0,66,68,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.592368256649284
5311,24,1.0,66,69,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13.42246945133505
5312,32,1.0,66,66,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.122365377402328
5313,21,1.0,66,75,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.681980308196241
5314,22,1.0,66,75,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.815511557963774
5315,28,1.0,66,67,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.26212705890841
5316,26,1.0,66,67,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13.345508528717259
5317,22,1.0,66,77,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.910821646859095
5318,21,1.0,66,74,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.623139877437296
5319,24,1.0,66,70,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.652992804936396
5320,27,1.0,66,66,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.42246945133505
5321,22,1.0,66,74,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.623139877437296
5322,23,1.0,66,73,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.560619598657233
5323,34,1.0,66,66,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.206077645517674
5324,19,1.0,66,75,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.790193775620484
5325,21,1.0,66,77,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,13.681980308196241
5326,24,1.0,66,71,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13.493928313146206
5327,30,1.0,66,66,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13.345508528717259
5328,32,1.0,66,66,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13.122365377402328
5329,31,1.0,66,66,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,12.959846800844963
5330,32,1.0,66,66,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.834683971615659
5331,34,1.0,66,66,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,12.100717685412471
5332,25,1.0,66,69,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.42246945133505
5333,22,1.0,66,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.710151153416941
5334,28,1.0,66,67,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,13.171155446333852
5335,20,1.0,66,74,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,13.623139877437296
5336,23,1.0,66,74,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13.592368256649284
5337,24,1.0,66,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.73755009757506
5338,20,1.0,66,78,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.815511557963774
5339,29,1.0,66,66,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.345508528717259
5340,33,1.0,66,66,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.899222326086994
5341,33,1.0,66,66,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12.899222326086994
5342,18,1.0,66,84,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,14.077875591662238
5343,35,1.0,66,66,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.918397239722838
5344,19,1.0,66,74,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.710151153416941
5345,26,1.0,66,68,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13.384729180332174
5346,27,1.0,66,69,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,13.217675375388819
5347,27,1.0,66,67,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,13.304686600863562
5348,26,1.0,66,68,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13.384729180332174
5349,28,1.0,66,66,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13.171155446333852
5350,27,1.0,66,66,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13.42246945133505
5351,22,1.0,66,77,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,13.76421831620775
5352,23,1.0,66,75,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13.652992804936396
5353,23,1.0,66,75,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13.652992804936396
5354,21,1.0,66,74,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,13.623139877437296
5355,25,1.0,66,69,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,13.623139877437296
5356,24,1.0,66,71,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,13.681980308196241
5357,26,1.0,66,68,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,13.592368256649284
5358,22,1.0,66,76,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,13.592368256649284
5359,24,1.0,66,70,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13.45883704259595
5360,21,1.0,66,72,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.681980308196241
5361,21,1.0,66,79,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.997832948091215
5362,22,1.0,66,76,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.815511557963774
5363,24,1.0,66,73,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13.73755009757506
5364,25,1.0,66,70,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,13.42246945133505
5365,24,1.0,66,72,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13.681980308196241
5366,27,1.0,66,66,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,13.384729180332174
5367,21,1.0,66,80,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14.077875591662238
5368,24,1.0,66,69,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.623139877437296
5369,27,1.0,66,67,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,13.122365377402328
5370,28,1.0,66,66,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13.42246945133505
5371,23,1.0,66,72,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.681980308196241
5372,35,1.0,66,66,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.506180941677357
5373,24,1.0,66,73,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13.527829818844937
5374,24,1.0,65,69,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.45883704259595
5375,25,1.0,65,68,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.42246945133505
5376,21,1.0,65,75,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.681980308196241
5377,18,1.0,65,86,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,13.815511557963774
5378,23,1.0,65,73,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13.42246945133505
5379,27,1.0,65,66,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,13.122365377402328
5380,22,1.0,65,74,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.493928313146206
5381,20,1.0,65,73,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13.45883704259595
5382,20,1.0,65,74,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.652992804936396
5383,26,1.0,65,65,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.07107218827772
5384,22,1.0,65,71,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.527829818844937
5385,21,1.0,65,72,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.560619598657233
5386,21,1.0,65,72,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13.384729180332174
5387,27,1.0,65,65,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.26212705890841
5388,22,1.0,65,74,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13.45883704259595
5389,18,1.0,65,79,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13.815511557963774
5390,22,1.0,65,73,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13.42246945133505
5391,28,1.0,65,65,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.017005083966255
5392,19,1.0,65,77,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13.76421831620775
5393,28,1.0,65,65,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.217675375388819
5394,28,1.0,65,65,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.171155446333852
5395,23,1.0,65,75,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.527829818844937
5396,31,1.0,65,65,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12.765691290604371
5397,22,1.0,65,75,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.527829818844937
5398,19,1.0,65,77,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.623139877437296
5399,27,1.0,65,67,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13.171155446333852
5400,27,1.0,65,66,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13.122365377402328
5401,25,1.0,65,69,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.304686600863562
5402,26,1.0,65,68,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13.217675375388819
5403,27,1.0,65,65,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,13.26212705890841
5404,26,1.0,65,67,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13.171155446333852
5405,26,1.0,65,70,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,13.122365377402328
5406,22,1.0,65,73,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,13.592368256649284
5407,24,1.0,65,70,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13.171155446333852
5408,19,1.0,65,81,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,13.997832948091215
5409,27,1.0,65,66,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,13.345508528717259
5410,21,1.0,65,77,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.76421831620775
5411,24,1.0,65,72,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.384729180332174
5412,30,1.0,65,65,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12.765691290604371
5413,27,1.0,65,68,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13.017005083966255
5414,25,1.0,65,68,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.42246945133505
5415,28,1.0,65,65,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.217675375388819
5416,33,1.0,65,65,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.301387370778713
5417,25,1.0,65,68,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,13.217675375388819
5418,21,1.0,65,76,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.73755009757506
5419,27,1.0,65,66,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,13.345508528717259
5420,29,1.0,65,65,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.959846800844963
5421,22,1.0,65,72,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13.217675375388819
5422,25,1.0,65,67,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13.217675375388819
5423,22,1.0,65,74,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,13.493928313146206
5424,23,1.0,65,72,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.560619598657233
5425,30,1.0,65,65,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13.122365377402328
5426,23,1.0,65,71,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.527829818844937
5427,30,1.0,65,65,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,12.899222326086994
5428,24,1.0,65,71,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13.345508528717259
5429,29,1.0,65,65,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13.171155446333852
5430,33,1.0,65,65,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12.765691290604371
5431,24,1.0,65,71,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,13.493928313146206
5432,27,1.0,65,68,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13.017005083966255
5433,22,1.0,65,75,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13.527829818844937
5434,25,1.0,65,70,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13.304686600863562
5435,30,1.0,65,65,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12.899222326086994
5436,30,1.0,65,65,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.171155446333852
